name,classification,thc_percent,cbd_percent,cbg_percent,average_rating,rating_count,effects,medical,flavors,terpenes,lineage,awards,grow_info_yield,grow_info_height,grow_info_difficulty,grow_info_flowering_time_weeks,description,url
Bubba Diesel,Hybrid,20,0.1,0.5,4.5,150,"Relaxed;Happy;Euphoric","Stress;Pain;Insomnia","Earthy;Sweet;Diesel","Myrcene;Pinene;Ocimene;Humulene;Limonene;Linalool;Terpinolene;Caryophyllene","Bubba Kush;Sour Diesel",,Medium,Medium,Moderate,8,Bubba Diesel is a hybrid strain that combines the relaxing effects of Bubba Kush with the uplifting qualities of Sour Diesel.,https://www.leafly.com/strains/bubba-diesel
Bubba Dream,Indica,20,0.1,0.2,4.5,120,"Relaxed;Happy;Sleepy","Stress;Pain;Insomnia","Earthy;Sweet;Spicy","Myrcene;Pinene;Ocimene;Humulene;Limonene;Linalool;Terpinolene;Caryophyllene","Bubba Kush;Dream",,Medium,Short,Moderate,8,"Bubba Dream is a relaxing indica strain that combines the best of Bubba Kush and Dream, offering a sweet and earthy flavor profile.",https://www.leafly.com/strains/bubba-dream
Bubba Glue,Hybrid,25,0.1,0.5,4.5,150,"Relaxed;Happy;Euphoric","Stress;Pain;Insomnia","Earthy;Sweet;Pine","Myrcene;Pinene;Ocimene;Humulene;Limonene;Linalool;Terpinolene;Caryophyllene","Bubba Kush;Gorilla Glue",,Medium,Medium,Moderate,8,"Bubba Glue is a hybrid strain that combines the relaxing effects of Bubba Kush with the potency of Gorilla Glue, making it a favorite among users looking for stress relief and relaxation.",https://www.leafly.com/strains/bubba-glue
Bubba Haze,Hybrid,,,,,0,"Relaxed;Happy","Stress relief;Pain relief","Earthy;Sweet","Myrcene;Pinene;Ocimene;Humulene;Limonene;Linalool;Terpinolene;Caryophyllene","Bubba Kush;Haze",,Medium,Medium,Moderate,,,https://www.leafly.com/strains/bubba-haze
Bubba Kush,Indica,20,0.1,0.2,4.5,1200,"Relaxed;Happy;Sleepy;Euphoric","Stress;Pain;Insomnia;Depression","Earthy;Sweet;Pungent;Spicy","Myrcene;Pinene;Ocimene;Humulene;Limonene;Linalool;Terpinolene;Caryophyllene",Bubba Kush is a cross of OG Kush and an unknown strain.,High Times Cannabis Cup Winner,Medium,Short to Medium,Moderate,8,"Bubba Kush is a classic indica strain known for its heavy tranquilizing effects and sweet, earthy flavors.",https://www.leafly.com/strains/bubba-kush
Bubba OG,Indica,20,0.1,0.2,4.5,1200,"Relaxed;Happy;Sleepy","Stress;Pain;Insomnia","Earthy;Sweet;Pine","Myrcene;Pinene;Ocimene;Humulene;Limonene;Linalool;Terpinolene;Caryophyllene","Bubba Kush;OG Kush",High Times Cannabis Cup Winner,Medium,Short to Medium,Moderate,8,"Bubba OG is a potent indica strain known for its relaxing effects and sweet, earthy flavors.",https://www.leafly.com/strains/bubba-og
Bubba Punch,Hybrid,20,0.1,0.5,4.5,120,"Relaxed;Happy;Euphoric","Stress;Pain;Insomnia","Sweet;Earthy;Spicy","Myrcene;Pinene;Ocimene;Humulene;Limonene;Linalool;Terpinolene;Caryophyllene","Bubba Kush;Punch",,Medium,Medium,Moderate,8,"Bubba Punch is a hybrid strain known for its sweet and earthy flavors, providing a relaxing and euphoric experience.",https://www.leafly.com/strains/bubba-punch
Bubble Gum,Hybrid,17,,,4.1,1277,"Happy;Relaxed;Euphoric","Stress;Anxiety;Depression","Flowery;Sweet;Berry","Caryophyllene;Limonene;Myrcene","Indiana Bubble Gum;Strawberry Banana;Bubble Runtz",Cannabis Cups,high,medium,easy,7,"Bubble Gum, sometimes called ""Bubba Gum,"" is a popular indica-dominant hybrid marijuana strain. Bubble Gum's genetics are a little unclear, but it is believed to be made from an unknown cross of Indiana Bubble Gum. This strain produces a body-numbing high that erases pain and leaves your mind somewhat stimulated. Consumers who smoke Bubble Gum often say it helps them stay alert and be creative, while others report a stoney head high. Bubble Gum is 17% THC, and its potency is deal for both new and experienced cannabis consumers. In small doses, this strain can be enjoyed throughout the day. In large doses Bubble Gum can dry out your mouth, so make sure you have adequate hydration available while you partake. This strain features a flavor profile reminiscent of its namesake, with bubble gum and sweet floral flavors bursting through. Medical marijuana patients choose Bubble Gum to relieve symptoms associated with disorders like chronic pain, nausea, stress, and depression. The average price per gram of Bubble Gum is $10. Bubble Gum was originally bred by growers in Indiana and has been winning cannabis awards since 1994, including countless Cannabis Cups.",https://www.leafly.com/strains/bubble-gum
Bubbleberry,Hybrid,19,,,4.1,174,"Happy;Euphoric;Uplifted","Stress;Anxiety;Depression","Berry;Blueberry;Sweet","Myrcene;Pinene;Limonene","Blueberry;Bubble Gum",,medium,medium,easy,,"Bubbleberry is a treat for all cannabis consumers. Combining the sweet, floral taste and aroma of Bubble Gum with the all-star fruity skunkiness of Blueberry, this strain has depth while remaining immensely palatable. Enjoy this strain anytime, day or night, but understand that this strain’s pungent aroma will turn heads from far away.",https://www.leafly.com/strains/bubbleberry
Bubblegum,Hybrid,,,,,0,,,,,,,,,,,,https://www.leafly.com/strains/bubblegum
Bubblegum Gelato,Indica,18,,,4.5,69,"Relaxed;Talkative;Happy","Anxiety;Stress;Depression","Earthy;Sweet;Berry","Pinene;Caryophyllene;Linalool","Gelato #45;Indiana Bubblegum",,medium,medium,moderate,,"Commonly called BG Gelato, Bubblegum Gelato is a indica-leaning hybrid weed strain that crosses the enshrined classic of Gelato #45 with the mysterious Indiana Bubblegum. Bubblegum Gelato is 18% THC, making this strain an ideal choice for beginner cannabis consumers. Leafly customers tell us Bubblegum Gelato effects are relaxing, uplifting, and hunger inducing. Medical marijuana patients often choose Bubblegum Gelato when dealing with symptoms associated with fatigue, arthritis, and stress. Bred by Backpack Boyz, Bubblegum Gelato features a fruity and earthy aroma with a sweet cherry flavor. The dominant terpene of this strain is Myrcene.",https://www.leafly.com/strains/bubblegum-gelato
Bubblegum Kush,Indica,16,,,4.3,400,"Relaxed;Sleepy;Hungry","Stress;Anxiety;Depression","Sweet;Flowery;Earthy","Myrcene;Pinene;Caryophyllene","Bubble Gum;Undisclosed Kush",,high,medium,easy,,"Bubblegum Kush, also known as ""Bubble Gum Kush,"" is an 80% indica marijuana strain from Bulldog Seeds in the Netherlands. It is a cross between Bubble Gum and an undisclosed Kush. An easy-to-grow plant that produces huge yields of frosty, resinous buds, it is popular with growers and hash-makers alike. Bubblegum Kush has a sour smell and flavor, and with a THC content in the 18% range, this indica will leave users fully relaxed and glued to the couch.",https://www.leafly.com/strains/bubblegum-kush
Buddha's Sister,Indica,24,,,4.3,159,"Relaxed;Sleepy;Happy","Stress;Anxiety;Pain","Flowery;Earthy;Woody","Caryophyllene;Myrcene;Limonene","Reclining Buddha;Afghani;Hawaiian",,medium,medium,moderate,,"Buddha's Sister by Soma Seeds has a flavor like a tart cherry candy and a scent to match. A cross of Reclining Buddha, Afghani, and Hawaiian varieties, Buddha's Sister provides creative and cerebral effects. An 80/20 indica blend, it does well grown in hydro or soil.",https://www.leafly.com/strains/buddhas-sister
Burmese Kush,Hybrid,25,,,4.1,176,"Relaxed;Euphoric;Happy","Stress;Anxiety;Pain","Pine;Earthy;Woody","Caryophyllene;Myrcene;Limonene","OG Kush;Pink Panties;Black Velvet",,high,medium,moderate,8,"Bred by T.H. Seeds and including the California classic OG Kush, this plant will be dark green and have a piney aroma with a sweet aftertaste and tends to give consumers a calm, mellow outlook. The effects also tend to come on slowly but can be strong and long-lasting once they do.",https://www.leafly.com/strains/burmese-kush
Burnt Orange,Hybrid,21,,,4.9,9,"Relaxed;Uplifted;Hungry","Depression;Anxiety;Lack of appetite","Orange;Spicy;Earthy",Limonene,"Larry OG;Burnt Toast",,medium,medium,moderate,,"Burnt Orange is a hybrid weed strain made from a genetic cross between Larry OG and Burnt Toast. This strain is named after its orange-citrus flavor and aroma that can remind you of a freshly toasted slice of bread. Burnt Orange is 18-25% THC, making this strain an ideal choice for experienced cannabis consumers. Leafly customers tell us Burnt Orange effects include relaxation, happiness, and creativity. Medical marijuana patients often choose Burnt Orange when dealing with symptoms associated with stress, depression, and pain. Bred by SunMed Growers, Burnt Orange features flavors like orange, spicy, and earthy. The dominant terpene of this strain is limonene. The average price of Burnt Orange typically ranges from $15-$20 per gram. This strain is perfect for those looking for a balanced hybrid that can help them feel calm and cheerful. Burnt Orange is also known for its dense and resinous buds that feature distinct burnt orange hairs that are longer than average.",https://www.leafly.com/strains/burnt-orange
Butterstuff,Hybrid,32,,,4.7,70,"Tingly;Relaxed;Giggly","Anxiety;Depression;Stress","Butter;Nutty;Chestnut","Earthy;Nutty;Diesel;Funk","Peanut Butter Breath;Velvet Glove",,medium,medium,moderate,,"Butterstuff is a new, mouth-watering hybrid weed strain made for the modern connoisseur. This cross of Velvet Glove and Peanut Butter Breath bred by TeamingWithTerps is part of their “Butter line” to combine the best of classic flavors for a new generation of tastes. Butterstuff has gorgeous, multicolored buds of dark purple, bright green and silvery calyxes that emit a layered aroma of earthy, nutty, diesel and funk notes.",https://www.leafly.com/strains/butterstuff
Cactus,Indica,20,,,4.6,133,"Relaxed;Euphoric;Happy","Pain;Stress;Anxiety","Grapefruit;Citrus;Pungent","Terpinolene;Myrcene;Ocimene","Afghani;Northern Lights",1st place in the 2012 High Times Cannabis Cup,medium,medium,moderate,,"First bred by Jordan of the Islands, Cactus is an indica cross between Afghani and Northern Lights and is named after its vague resemblance to the pear cactus. Cactus buds are conic with knobby formations and emit an organic earthy aroma with citrus notes. This strain is known to be an adept painkiller, providing relief to aches and sore muscles as well as spasms and anxiety. Many describe Cactus as having uplifting, energizing effects. It has become a popular staple among the connoisseurs of Seattle, and was among the first place winners in the 2012 High Times Cannabis Cup.",https://www.leafly.com/strains/cactus
Cadillac Rainbow,Hybrid,37.54,,,4.6,86,"Relaxed;Euphoric;Happy","Anxiety;Stress;Depression","Diesel;Citrus;Sweet","Myrcene;Linalool","Pure Michigan;Runtz",,medium,medium,moderate,,"Cadillac Rainbow is a hybrid weed strain made from a genetic cross between Pure Michigan and Runtz. This strain is a gassy and fruity hybrid that has a lemon and diesel flavor with hints of cherry and mint. Cadillac Rainbow is 37.54% THC, making this strain an ideal choice for experienced cannabis consumers. Leafly customers tell us Cadillac Rainbow effects include relaxed, euphoric, and hungry. Medical marijuana patients often choose Cadillac Rainbow when dealing with symptoms associated with pain, depression, and lack of appetite. Bred by 3rd Coast Genetics, Cadillac Rainbow features flavors like diesel, citrus, and sweet. The dominant terpene of this strain is unknown, but it may contain some myrcene or linalool based on its aroma and effects. This strain is a potent and relaxing hybrid that can help you feel happy and hungry while enjoying its gassy and fruity flavor and aroma.",https://www.leafly.com/strains/cadillac-rainbow
Cafe Racer,Hybrid,,,,4.5,12,"Euphoric;Creative;Energetic","Arthritis;Anxiety;Depression","Apple;Coffee;Blueberry",,,,null,null,null,,"Cafe Racer is a hybrid weed strain. Reviewers on Leafly say this strain makes them feel euphoric, creative, and energetic. If you've smoked, dabbed, or otherwise enjoyed this strain, Cafe Racer, before let us know! Leave a review.",https://www.leafly.com/strains/cafe-racer
Caffeine,Hybrid,19,,,3.9,8,"Energetic;Focused;Creative","Insomnia;Stress;Arthritis","Earthy;Citrus;Pine","Limonene;Caryophyllene;Myrcene","Northern Lights;Columbian Gold",,medium,medium,moderate,,"Caffeine is a sativa-dominant hybrid weed strain made from a genetic cross between Northern Lights and Columbian Gold. This strain showcases a genetic composition that is approximately 70% sativa and 30% indica, resulting in a stimulating and uplifting cannabis experience. With a THC content that typically ranges between 15% and 20%, this strain can cater to both beginners and experienced cannabis consumers who desire a moderate to moderately high potency. Leafly customers tell us the effects of Caffeine include an initial burst of energy and heightened focus. This often transitions into a feeling of euphoria and uplifted mood, making Caffeine an ideal choice for daytime activities and productivity. The sativa-dominant nature of the strain contributes to its invigorating effects, which can help combat fatigue and promote a sense of mental clarity. Medical marijuana patients often turn to Caffeine for relief from symptoms associated with conditions such as depression, anxiety, and lack of focus. The strain's mood-enhancing effects, combined with its potential to increase alertness and motivation, can provide a sense of mental relief and vitality. Additionally, Caffeine's potential to reduce stress and promote a positive outlook on the day can be particularly beneficial for managing mood-related challenges. Caffeine features a flavor profile that combines elements of its parent strains. Users often describe a mix of earthy and herbal flavors with hints of citrus and pine. This complex flavor experience adds to the overall enjoyment of consuming Caffeine. The dominant terpene found in Caffeine is limonene, contributing to its potential mood-enhancing effects and citrusy aroma. The average price of Caffeine can vary depending on location and dispensary, but it typically falls within the mid to higher price range. Caffeine's energizing effects and potential therapeutic benefits have positioned it as a notable sativa-dominant hybrid strain in the cannabis community.",https://www.leafly.com/strains/caffeine
Cake,Hybrid,,,,,0,,,,,,,,,,,,https://www.leafly.com/strains/cake
