awards,aliases,effects,flavors,medical,terpenes,grow_info,description,strain_name,rating_count,cbd_percentage,cbg_percentage,rating_average,thc_percentage,lineage_parents,strain_classification,url,name,lineage,cbd_percent,thc_percent,average_rating,classification
"[]",,"[""Energetic"",""Euphoric"",""Uplifted""]","[""Woody"",""Earthy"",""Skunk""]","[""Stress"",""Depression"",""Pain""]","[""Myrcene"",""Caryophyllene"",""Pinene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Dog Shit is a sativa-dominant hybrid strain named for its aroma, which bears a striking resemblance to its namesake. For the novelty-seekers not turned off by its name and smell, Dog Shit provides uplifting euphoria that elevates the mood while crushing stress. This strain has an elaborate genetic background that is said to stem from Purple Zacatecas, Colombian Gold, Cambodian, and Hippie Trail Afghani.",,50,,,,,,,"https://www.leafly.com/strains/dog-shit","Dog Shit","[""Purple Zacatecas"",""Colombian Gold"",""Cambodian"",""Hippie Trail Afghani""]",,25,4.2,"Hybrid"
"[]",,"[""Relaxed"",""Tingly"",""Sleepy""]","[""Skunk"",""Woody"",""Earthy""]","[""Stress"",""Pain"",""Anxiety""]","[""Limonene"",""Myrcene"",""Caryophyllene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Dogwalker OG is a balanced hybrid marijuana strain made by crossing Albert Walker OG with Chemdawg 91. Dogwalker OG effects are cerebral, calming, and promote focus. When consumed in large doses, these effects intensify into a deep sleepyness. This strain features a complex flavor profile that is woody and skunky. Medical marijuana patients choose this strain to help relieve symptoms associated with pain and appetite loss.",,337,,,,,,,"https://www.leafly.com/strains/dogwalker-og","Dogwalker OG","[""Albert Walker OG"",""Chemdawg 91""]",,23,4.6,"Hybrid"
"[]",,"[""relaxed"",""happy"",""euphoric"",""focused"",""energetic"",""uplifted""]","[""pineapple"",""citrus"",""sweet""]","[""stress"",""depression"",""anxiety""]","[""caryophyllene"",""limonene"",""humulene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Dole Whip is a hybrid weed strain made from a genetic cross between Tropic Truffles and Cookies & Cream IX3. This strain is named after the popular Hawaiian dessert, and it delivers a sweet and creamy tropical pineapple citrus flavor with hints of sourness and nuttiness. Dole Whip is a potent strain that can induce massive full-body effects and a fast-paced head buzz. Dole Whip is 21% THC, making this strain an ideal choice for experienced cannabis consumers. Leafly customers tell us Dole Whip effects include relaxed, happy, and euphoric. Medical marijuana patients often choose Dole Whip when dealing with symptoms associated with pain, stress, and depression. Bred by Exotic Genetix, Dole Whip features flavors like pineapple, citrus, and sweet. The dominant terpene of this strain is caryophyllene, which is often associated with a fuel aroma. The average price of Dole Whip typically ranges from $10-$15 per gram. Dole Whip is a rare and delicious strain that is not easy to find, but worth trying if you come across it.",,15,,,,,,,"https://www.leafly.com/strains/dole-whip","Dole Whip","[""Tropic Truffles"",""Cookies & Cream IX3""]",,21,4.8,"Hybrid"
"[]",,"[""Sleepy"",""Relaxed"",""Happy""]","[""Butter"",""Pepper"",""Earthy""]","[""Pain"",""Stress"",""Anxiety""]","[""Caryophyllene"",""Limonene"",""Myrcene""]","{""yield"":""high"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Donkey Butter is an indica marijuana strain made by crossing Grease Monkey with Triple OG. This strain provides sedating effects that weigh heavily on the limbs and mind. Donkey butter is pungent with fuel-forward and earthy aromas. Growers say Donkey butter is a heavy resin producer and has dark buds with deep green colors. Medical marijuana patients choose this strain for the physical and mental dulness that relieves chronic stress, pain and everyday troubles.",,128,,,,,,,"https://www.leafly.com/strains/donkey-butter","Donkey Butter","[""Grease Monkey"",""Triple OG""]",,18,4.5,"Indica"
"[]",,"[""Relaxed"",""Hungry"",""Creative""]","[""Skunk"",""Pungent"",""Pine""]","[""Pain"",""Insomnia"",""Stress""]","[]","{""yield"":"""",""height"":"""",""difficulty"":""null"",""flowering_time_weeks"":null}","Donna OG is a 50/50 hybrid cross between two OG varieties, resulting in a powerful strain with a sweet, pine aroma. Vector Beans of Cannagen Consulting in Los Angeles created Donna OG by combining Mary OG with Larry OG, and then backcrossing once again with a ML11 phenotype of the Mary OG. Donna OG blooms in purple hues, growing tightly and compactly under a blanket of THC-rich resin. Consumers can experience a wide spectrum of effects with Donna OG, including dreamy euphoria, sharpened hunger, and relaxing sedation.",,83,,,,,,,"https://www.leafly.com/strains/donna-og","Donna OG","[""Mary OG"",""Larry OG""]",,,4.6,"Hybrid"
"[]",,"[""Aroused"",""Giggly"",""Relaxed""]","[""Ammonia"",""Cheese"",""Pungent""]","[""Stress"",""Anxiety"",""Depression""]","[""Caryophyllene"",""Limonene"",""Myrcene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Donny Burger is an indica weed strain made by crossing GMO with Han-Solo Burger. The effects of this strain are more calming than energizing. Reviewers on Leafly say this strain makes them feel giggly, happy, and aroused. Donny Burger is 27% THC, making it extremely potent and best suited for cannabis consumers with a high THC tolerance. There is also a little CBG in this strain. The dominant terpene in Donny Burger is pinene, often associated with pine forest aromas. Medical marijuana patients say they often buy this strain during episodes of mild inflammation. The original breeder of Donny Burger is Skunk House Genetics.",,144,,,,,,,"https://www.leafly.com/strains/donny-burger","Donny Burger","[""GMO"",""Han-Solo Burger""]",,27,4.6,"Indica"
"[]",,"[""Energetic"",""Giggly"",""Happy""]","[""Berry"",""Honey"",""Sweet""]","[""Stress"",""Nausea"",""Pain""]","[]","{""yield"":""null"",""height"":""null"",""difficulty"":""null"",""flowering_time_weeks"":null}","Donuts is a hybrid weed strain made from a genetic cross between unknown parent strains. This strain is 50% sativa and 50% indica. Donuts is 30% THC, making this strain an ideal choice for experienced cannabis consumers. Bred by Hytiva, the average price of Donuts typically ranges from $10-$15 per gram.",,9,,,,,,,"https://www.leafly.com/strains/donuts","Donuts","[""unknown""]",,30,4.7,"Hybrid"
"[]",,"[""Talkative"",""Euphoric"",""Energetic""]","[""Chemical"",""Pine"",""Diesel""]","[""Depression"",""Stress"",""Anxiety""]","[""a-Pinene"",""Limonene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Dopium, a cross between ChemDawg and Sour Diesel, has a unique scent while keeping elements of that classic Sour Diesel smell. Described as delivering relaxing and mellow effects, Dopium has the sharp spice of diesel with floral hints.",,26,,,,,,,"https://www.leafly.com/strains/dopium","Dopium","[""ChemDawg"",""Sour Diesel""]",,,4.3,"Hybrid"
"[]",,"[""Relaxed"",""Hungry"",""Euphoric""]","[""Woody"",""Spicy/Herbal"",""Citrus""]","[""Anxiety"",""Pain"",""Depression""]","[""Myrcene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Double Cross is an indica weed strain made from a genetic cross between Moonbow and Face Off OG. This strain is known to pack a serious medicinal punch, with a high THC content of around 28%. Double Cross may alleviate symptoms of fibromyalgia, arthritis, and chronic pain. Perfect for patients needing relief and rest. Double Cross is 28% THC, making this strain an ideal choice for experienced cannabis consumers. Leafly customers tell us Double Cross effects include relaxation, happiness, and giggly. Medical marijuana patients often choose Double Cross when dealing with symptoms associated with anxiety, depression, and headaches. Bred by Archive Seed Bank, Double Cross features flavors like woody, spicy/herbal, and citrus. The dominant terpene of this strain is myrcene. The average price of Double Cross typically ranges from $40-$60 per eighth. If you’re looking for a potent and soothing indica strain with a complex flavor profile, Double Cross might be the one for you.",,39,,,,,,,"https://www.leafly.com/strains/double-cross","Double Cross","[""Moonbow"",""Face Off OG""]",,28,4.8,"Indica"
"[]",,"[""Aroused"",""Euphoric"",""Uplifted""]","[""Honey"",""Coffee"",""Woody""]","[""Stress"",""Anxiety"",""Pain""]","[]","{""yield"":""high"",""height"":""tall"",""difficulty"":""moderate"",""flowering_time_weeks"":""9 to 11""}","Originally named Double D as a reference to the large buds on these plants (we’ll let you make the connection there), breeder KC Brains decided to rename the strain Danky Doodle at the suggestion of some American friends in order to avoid confusion with the similarly named Double Dutch. Danky Doodle certainly isn’t a shy plant; it grows like the weed it is and will make its presence known with its pungent sweet smell. Plants flower at 9 to 11 weeks and should provide a high yield of large buds covered in a rich frost. This plant is a cross between several strains, and it’s no surprise that Big Bud is included in its lineage along with the strains Viking and the breeder’s own KC 636. The result is a strong indica that provides full body relief no matter what you call it.",,47,,,,,,,"https://www.leafly.com/strains/double-d","Danky Doodle","[""Big Bud"",""Viking"",""KC 636""]",,,4.2,"Indica"
"[]",,"[""Focused"",""Creative"",""Energetic""]","[""Grapefruit"",""Diesel"",""Pungent""]","[""Stress"",""Depression"",""Anxiety""]","[""Caryophyllene"",""Humulene"",""Limonene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""easy"",""flowering_time_weeks"":null}","Double Diesel is the sativa-dominant result of a cross between award-winning NYC Diesel and Sour Diesel. These plants are easy to grow and their lime green buds will give off a strong diesel-y odor with some grapefruit added in. The grapefruit notes overpower the taste, giving this strain a unique musky fruit flavor. Its effects are happy and uplifting, but not usually as energetic as some other sativas. Overall, it’s a good choice for a laid-back medicated time.",,44,,,,,,,"https://www.leafly.com/strains/double-diesel","Double Diesel","[""NYC Diesel"",""Sour Diesel""]",,16,4,"Sativa"
"[]",,"[""Focused"",""Uplifted"",""Relaxed""]","[""Flowery"",""Berry"",""Sweet""]","[""Stress"",""Depression"",""Pain""]","[""Myrcene"",""Pinene"",""Caryophyllene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","The sativa-dominant hybrid Double Dream puts a unique spin on the famed Blue Dream by crossing it with Dream Star. With a complex flavor profile that synchronizes sweet floral notes with berries and spice, Double Dream is a soothing and mentally invigorating strain that still allows clear-headed functionality. Its dreamy, euphoric buzz is anchored by a deep, physical relaxation that mutes pain, anxiety, stress, and inflammation. Patients also turn to this uplifting strain for daytime release from PTSD, headaches, and nausea.",,375,,,,,,,"https://www.leafly.com/strains/double-dream","Double Dream","[""Blue Dream"",""Dream Star""]",0,21,4.5,"Hybrid"
"[""The Emerald Cup 2022"",""The Emerald Cup 2023""]",,"[""Energetic"",""Creative"",""Euphoric""]","[""Apple"",""Blueberry"",""Diesel""]","[""Anxiety"",""Cramps"",""Inflammation""]","[""Myrcene"",""Pinene"",""Ocimene""]","{""yield"":""high"",""height"":""tall"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Double OG Chem is an award-winning weed strain from the OG Kush, Chemdog, and Sour Diesel families. It was bred by Rebel Grown Seeds and took home awards at The Emerald Cup 2022 and 2023. It grows big, and green and gassy with variations on OG Kush's lemon-pine-fuel, Chem stank and Sour Diesel's sour notes. It should like a potent hybrid.",,8,,,,,,,"https://www.leafly.com/strains/double-og-chem","Double OG Chem","[""OG Kush"",""Chemdog"",""Sour Diesel""]",,25,4.4,"Hybrid"
"[]",,"[""Aroused"",""Euphoric"",""Tingly""]","[""Berry"",""Blueberry"",""Blue Cheese""]","[""Stress"",""Insomnia"",""Pain""]","[""Myrcene"",""Caryophyllene"",""Humulene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Dr. Funk is a mostly indica strain that balances genetics from Blueberry and Bubba Kush. You can taste this strain’s lineage as flavors of sweet berry and earthy sharpness activate on the exhale. Its tight, compact buds and orange hair-like pistils are obscured under a thick dusting of crystal trichomes, which hint at Dr. Funk’s potency.",,49,,,,,,,"https://www.leafly.com/strains/dr-funk","Dr. Funk","[""Bubba Kush"",""Blueberry""]",0,16,4.6,"Indica"
"[]",,"[""euphoric"",""giggly"",""hungry""]","[""pine"",""orange"",""woody""]","[""stress"",""anxiety""]","[""terpinolene"",""myrcene"",""caryophyllene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Dragon Lady is a weed strain. Reviewers on Leafly say this strain makes them feel euphoric, giggly, and hungry. Dragon Lady has 22% THC and 1% CBG. The dominant terpene in this strain is terpinolene.",,2,,,,,,,"https://www.leafly.com/strains/dragon-lady","Dragon Lady","[]",1,22,4.5,"Hybrid"
"[]",,"[""Aroused"",""Relaxed"",""Happy""]","[""Chemical"",""Diesel"",""Berry""]","[""Stress"",""Pain"",""Depression""]","[""Limonene"",""Myrcene"",""Caryophyllene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Dragon OG (or Red Dragon OG) is a sativa-dominant hybrid cross between Red Dragon and OG Kush. Red Dragon adds gentle invigoration to OG Kush’s mid-level sedation and pleasant euphoria. This heady hybrid offers mood-boosting mental stimulation and relaxing body effects that stick to the bones. Enjoy this strain throughout the day to boost creativity and combat moderate pain, but beware: this potent combination can be overstimulating in large doses.",,42,,,,,,,"https://www.leafly.com/strains/dragon-og","Dragon OG","[""Red Dragon"",""OG Kush""]",,19,4.4,"Hybrid"
"[]",,"[""Talkative"",""Creative"",""Energetic""]","[""Spicy/Herbal"",""Skunk"",""Earthy""]","[""Anxiety"",""Depression"",""Stress""]","[""Caryophyllene"",""Limonene"",""Pinene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Dragon's Breath is a sativa-dominant hybrid cross between the two legendary strains, Jack Herer and Northern Lights. Its balanced, clear-headed effects are ushered in by a distinctive spicy aroma that hints at this hybrid's Haze ancestor. Some patients may find Dragon's Breath particularly helpful in burning off pain, depression, and anxiety throughout the day.",,123,,,,,,,"https://www.leafly.com/strains/dragons-breath","Dragon's Breath","[""Jack Herer"",""Northern Lights""]",,22,4.5,"Hybrid"
"[]",,"[""energetic"",""focused"",""creative""]","[""tree fruit"",""butter"",""sage""]","[""depression"",""stress"",""anxiety""]","[""terpinolene"",""pinene"",""myrcene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Dread Bread is a hybrid weed strain made from a genetic cross between Vintage Afghani and Colombian Mangobiche. Bred by Bodhi Seeds Dread Bread is 21% THC, making this strain an ideal choice for experienced cannabis consumers. Leafly customers tell us Dread Bread effects make them feel focused, creative, and energetic. Medical marijuana patients often choose Dread Bread when dealing with symptoms associated with stress, depression, and fatigue. The dominant terpene of this cannabis strain is terpinolene. Dread Bread features an aroma and flavor profile of tree fruit, butter, and sage.",,19,,,,,,,"https://www.leafly.com/strains/dread-bread","Dread Bread","[""Vintage Afghani"",""Colombian Mangobiche""]",,21,4.6,"Hybrid"
